item,condition,sentence,baseline,recon_L14,recon_L18,recon_L20,recon_L22,recon_all,ablate_L22_F6415_general,ablate_L20_F31666_general,ablate_L14_F51903_negspec,ablate_CONTROL_L22_F22498,ablate_COMBINED,effect_L22_F6415_general,effect_L20_F31666_general,effect_L14_F51903_negspec,effect_CONTROL_L22_F22498,effect_COMBINED,environment
48,A,Few lawyers raised any objections.,-4.467329025268555,-5.038888931274414,-3.749485969543457,-3.8949947357177734,-4.929897308349609,-5.86838960647583,-8.248790740966797,-8.340989112854004,-5.038888931274414,-4.929897308349609,-9.140762329101562,3.3188934326171875,4.4459943771362305,0.0,0.0,3.2723727226257324,few_subject
48,B,The lawyer that few clients hired raised any objections.,-10.651021957397461,-9.76311206817627,-9.5506010055542,-10.828874588012695,-10.659875869750977,-9.231424331665039,-10.659875869750977,-10.828874588012695,-9.76311206817627,-10.659875869750977,-9.707765579223633,0.0,0.0,0.0,0.0,0.47634124755859375,few_subject
48,C,Several lawyers raised any objections.,-14.349040985107422,-13.957687377929688,-12.779847145080566,-13.711738586425781,-13.46512508392334,-11.046207427978516,-13.46512508392334,-13.711738586425781,-13.957687377929688,-13.46512508392334,-13.037548065185547,0.0,0.0,0.0,0.0,1.9913406372070312,few_subject
49,A,Few engineers detected any flaws.,-3.1653385162353516,-3.0767273902893066,-3.591067314147949,-3.1316707134246826,-3.354620933532715,-3.4098000526428223,-5.052501201629639,-6.956414222717285,-3.0767273902893066,-3.354620933532715,-6.260250568389893,1.6978802680969238,3.8247435092926025,0.0,0.0,2.8504505157470703,few_subject
49,B,The engineer that few managers consulted detected any flaws.,-7.6583380699157715,-7.17527961730957,-6.463939189910889,-5.862556457519531,-6.513681888580322,-5.191080093383789,-6.513681888580322,-5.862556457519531,-7.17527961730957,-6.513681888580322,-5.198199272155762,0.0,0.0,0.0,0.0,0.007119178771972656,few_subject
49,C,Several engineers detected any flaws.,-11.851984977722168,-12.15127182006836,-10.72993278503418,-9.927289962768555,-9.869977951049805,-8.784387588500977,-9.869977951049805,-9.927289962768555,-12.15127182006836,-9.869977951049805,-9.368535041809082,0.0,0.0,0.0,0.0,0.5841474533081055,few_subject
50,A,Few auditors flagged any discrepancies.,-3.9036710262298584,-4.157201290130615,-4.319896697998047,-3.763580322265625,-4.4094462394714355,-3.913409471511841,-6.366280555725098,-7.442392826080322,-4.157201290130615,-4.4094462394714355,-7.986146926879883,1.956834316253662,3.6788125038146973,0.0,0.0,4.072737455368042,few_subject
50,B,The auditor that few partners supervised flagged any discrepancies.,-8.297056198120117,-8.287808418273926,-7.819419860839844,-8.301115036010742,-8.774129867553711,-8.857901573181152,-8.774129867553711,-8.301115036010742,-8.287808418273926,-8.774129867553711,-7.878141403198242,0.0,0.0,0.0,0.0,-0.9797601699829102,few_subject
50,C,Several auditors flagged any discrepancies.,-11.479126930236816,-11.351591110229492,-12.030040740966797,-11.0495023727417,-9.974660873413086,-10.002384185791016,-9.974660873413086,-11.0495023727417,-11.351591110229492,-9.974660873413086,-10.052725791931152,0.0,0.0,0.0,0.0,0.05034160614013672,few_subject
51,A,Few editors approved any articles.,-6.307088851928711,-5.718300819396973,-4.819664001464844,-5.209412097930908,-5.5857462882995605,-5.10329532623291,-7.3274245262146,-7.960655212402344,-5.718300819396973,-5.5857462882995605,-7.701598167419434,1.741678237915039,2.7512431144714355,0.0,0.0,2.5983028411865234,few_subject
51,B,The editor that few writers emailed approved any articles.,-8.017053604125977,-7.264121055603027,-7.6377692222595215,-6.460086345672607,-7.7750773429870605,-7.308080673217773,-7.7750773429870605,-6.460086345672607,-7.264121055603027,-7.7750773429870605,-7.691675186157227,0.0,0.0,0.0,0.0,0.3835945129394531,few_subject
51,C,Several editors approved any articles.,-10.973843574523926,-10.813429832458496,-9.075714111328125,-7.750175476074219,-8.95700454711914,-7.337131023406982,-8.95700454711914,-7.750175476074219,-10.813429832458496,-8.95700454711914,-7.36671781539917,0.0,0.0,0.0,0.0,0.0295867919921875,few_subject
52,A,Few officials filed any complaints.,-5.221156597137451,-4.922889709472656,-5.960336208343506,-5.490042686462402,-5.330926895141602,-6.4522013664245605,-7.296573162078857,-9.314393997192383,-4.922889709472656,-5.330926895141602,-8.100851058959961,1.9656462669372559,3.8243513107299805,0.0,0.0,1.6486496925354004,few_subject
52,B,The official that few citizens petitioned filed any complaints.,-11.175766944885254,-10.485411643981934,-9.479948997497559,-9.788615226745605,-10.189973831176758,-8.62964153289795,-10.189973831176758,-9.788615226745605,-10.485411643981934,-10.189973831176758,-8.462359428405762,0.0,0.0,0.0,0.0,-0.1672821044921875,few_subject
52,C,Several officials filed any complaints.,-13.2413330078125,-12.957624435424805,-12.824475288391113,-11.890629768371582,-10.374957084655762,-10.485557556152344,-10.374957084655762,-11.890629768371582,-12.957624435424805,-10.374957084655762,-10.393896102905273,0.0,0.0,0.0,0.0,-0.09166145324707031,few_subject
53,A,Few architects drafted any blueprints.,-5.876992225646973,-6.040142059326172,-5.746464729309082,-6.07200813293457,-5.955297470092773,-6.791609764099121,-9.139599800109863,-11.389983177185059,-6.040142059326172,-5.955297470092773,-9.160819053649902,3.18430233001709,5.317975044250488,0.0,0.0,2.3692092895507812,few_subject
53,B,The architect that few developers approached drafted any blueprints.,-10.824422836303711,-9.930718421936035,-10.84085464477539,-10.852977752685547,-11.272196769714355,-9.959148406982422,-11.272196769714355,-10.852977752685547,-9.930718421936035,-11.272196769714355,-9.6993989944458,0.0,0.0,0.0,0.0,-0.2597494125366211,few_subject
53,C,Several architects drafted any blueprints.,-14.880266189575195,-14.92365837097168,-14.879554748535156,-13.934144973754883,-13.484817504882812,-11.234804153442383,-13.484817504882812,-13.934144973754883,-14.92365837097168,-13.484817504882812,-11.7874174118042,0.0,0.0,0.0,0.0,0.5526132583618164,few_subject
54,A,Few curators displayed any paintings.,-5.079361438751221,-6.071269989013672,-5.085925102233887,-5.556053161621094,-5.505860328674316,-6.065989017486572,-9.883821487426758,-11.545875549316406,-6.071269989013672,-5.505860328674316,-10.523284912109375,4.377961158752441,5.9898223876953125,0.0,0.0,4.457295894622803,few_subject
54,B,The curator that few donors funded displayed any paintings.,-9.693373680114746,-8.839777946472168,-8.262167930603027,-8.40571403503418,-8.492830276489258,-8.201139450073242,-8.492830276489258,-8.40571403503418,-8.839777946472168,-8.492830276489258,-8.183308601379395,0.0,0.0,0.0,0.0,-0.017830848693847656,few_subject
54,C,Several curators displayed any paintings.,-13.454658508300781,-12.696035385131836,-12.399319648742676,-13.74040412902832,-13.546953201293945,-9.207906723022461,-13.546953201293945,-13.74040412902832,-12.696035385131836,-13.546953201293945,-9.775445938110352,0.0,0.0,0.0,0.0,0.5675392150878906,few_subject
55,A,Few surgeons performed any procedures.,-5.160628318786621,-5.23884391784668,-4.78932523727417,-4.290513038635254,-5.626788139343262,-4.965593338012695,-8.49740982055664,-8.307990074157715,-5.23884391784668,-5.626788139343262,-7.598402976989746,2.870621681213379,4.017477035522461,0.0,0.0,2.632809638977051,few_subject
55,B,The surgeon that few patients trusted performed any procedures.,-9.501984596252441,-9.445192337036133,-10.195427894592285,-8.748943328857422,-8.681122779846191,-8.203655242919922,-8.681122779846191,-8.748943328857422,-9.445192337036133,-8.681122779846191,-9.603425979614258,0.0,0.0,0.0,0.0,1.399770736694336,few_subject
55,C,Several surgeons performed any procedures.,-13.032378196716309,-12.77380084991455,-11.568227767944336,-10.34360122680664,-10.271357536315918,-8.507335662841797,-10.271357536315918,-10.34360122680664,-12.77380084991455,-10.271357536315918,-8.309732437133789,0.0,0.0,0.0,0.0,-0.1976032257080078,few_subject
56,A,Did the manager approve any proposals?,-5.1885294914245605,-5.319231033325195,-4.365667343139648,-4.663565158843994,-5.492067813873291,-4.358221054077148,-5.974688529968262,-5.3351149559021,-5.319231033325195,-5.492067813873291,-5.584650039672852,0.4826207160949707,0.6715497970581055,0.0,0.0,1.2264289855957031,question
56,C,The manager approved any proposals.,-8.588156700134277,-9.036044120788574,-6.986788749694824,-6.841209411621094,-7.927103042602539,-6.641777992248535,-7.927103042602539,-6.841209411621094,-9.036044120788574,-7.927103042602539,-6.540158748626709,0.0,0.0,0.0,0.0,-0.10161924362182617,question
57,A,Did the teacher assign any homework?,-4.164000511169434,-4.004731178283691,-4.1410322189331055,-4.5637617111206055,-4.601779937744141,-4.6197614669799805,-5.572973251342773,-6.228915691375732,-4.004731178283691,-4.601779937744141,-7.151432037353516,0.9711933135986328,1.665153980255127,0.0,0.0,2.531670570373535,question
57,C,The teacher assigned any homework.,-10.421106338500977,-9.923160552978516,-9.820337295532227,-10.489779472351074,-11.638174057006836,-9.500003814697266,-11.638174057006836,-10.489779472351074,-9.923160552978516,-11.638174057006836,-9.923624038696289,0.0,0.0,0.0,0.0,0.42362022399902344,question
58,A,Did the committee consider any alternatives?,-2.7307701110839844,-3.054324150085449,-2.7652485370635986,-3.1111040115356445,-2.6680357456207275,-4.007111072540283,-3.072835683822632,-4.421485900878906,-3.054324150085449,-2.6680357456207275,-4.221061706542969,0.4047999382019043,1.3103818893432617,0.0,0.0,0.21395063400268555,question
58,C,The committee considered any alternatives.,-9.82969856262207,-8.417191505432129,-8.94950008392334,-8.173673629760742,-8.08852481842041,-7.3203349113464355,-8.08852481842041,-8.173673629760742,-8.417191505432129,-8.08852481842041,-7.675806999206543,0.0,0.0,0.0,0.0,0.3554720878601074,question
59,A,Did the doctor recommend any treatment?,-1.9694584608078003,-2.1180620193481445,-2.1340205669403076,-2.167719841003418,-2.1065421104431152,-3.1739346981048584,-2.6406314373016357,-3.8460748195648193,-2.1180620193481445,-2.211859703063965,-4.647531032562256,0.5340893268585205,1.6783549785614014,0.0,0.10531759262084961,1.4735963344573975,question
59,C,The doctor recommended any treatment.,-12.211874008178711,-11.36892318725586,-9.107748985290527,-9.907527923583984,-10.068458557128906,-8.527507781982422,-10.068458557128906,-9.907527923583984,-11.36892318725586,-10.068458557128906,-7.854452133178711,0.0,0.0,0.0,0.0,-0.6730556488037109,question
60,A,Did the company hire any contractors?,-3.788705348968506,-3.863802433013916,-4.125299453735352,-4.300043106079102,-3.4558420181274414,-3.8173274993896484,-4.158219337463379,-5.9367170333862305,-3.863802433013916,-3.4558420181274414,-5.155022621154785,0.7023773193359375,1.636673927307129,0.0,0.0,1.3376951217651367,question
60,C,The company hired any contractors.,-14.082620620727539,-13.323753356933594,-13.130906105041504,-15.086928367614746,-12.768965721130371,-10.041842460632324,-12.768965721130371,-15.086928367614746,-13.323753356933594,-12.768965721130371,-11.673654556274414,0.0,0.0,0.0,0.0,1.6318120956420898,question
61,A,Did the researcher find any evidence?,-1.8145262002944946,-2.1628966331481934,-1.7451355457305908,-1.7156248092651367,-1.4989618062973022,-2.56087064743042,-1.9968888759613037,-3.2407660484313965,-2.1628966331481934,-1.4989618062973022,-3.766895294189453,0.49792706966400146,1.5251412391662598,0.0,0.0,1.2060246467590332,question
61,C,The researcher found any evidence.,-11.508713722229004,-12.265524864196777,-11.488195419311523,-11.3502836227417,-10.46153450012207,-10.798075675964355,-10.46153450012207,-11.3502836227417,-12.265524864196777,-10.46153450012207,-9.730692863464355,0.0,0.0,0.0,0.0,-1.0673828125,question
62,A,Did the inspector notice any damage?,-1.867517113685608,-1.669837236404419,-1.6359165906906128,-1.8969591856002808,-1.8756818771362305,-1.7938774824142456,-2.276632070541382,-3.0181050300598145,-1.669837236404419,-1.9848651885986328,-3.254502296447754,0.40095019340515137,1.1211458444595337,0.0,0.10918331146240234,1.4606248140335083,question
62,C,The inspector noticed any damage.,-12.293743133544922,-10.758955001831055,-10.558995246887207,-10.222800254821777,-11.461309432983398,-8.708568572998047,-11.461309432983398,-10.222800254821777,-10.758955001831055,-11.461309432983398,-10.258354187011719,0.0,0.0,0.0,0.0,1.5497856140136719,question
63,A,Did the lawyer raise any objections?,-1.9918193817138672,-2.3551716804504395,-2.274963855743408,-2.358901023864746,-2.2820253372192383,-3.062270164489746,-2.98931884765625,-3.9017891883850098,-2.3551716804504395,-2.2820253372192383,-5.380489349365234,0.7072935104370117,1.5428881645202637,0.0,0.0,2.3182191848754883,question
63,C,The lawyer raised any objections.,-12.324361801147461,-11.283857345581055,-9.781058311462402,-11.9399995803833,-12.411158561706543,-9.404037475585938,-12.411158561706543,-11.9399995803833,-11.283857345581055,-12.411158561706543,-10.005598068237305,0.0,0.0,0.0,0.0,0.6015605926513672,question
64,A,Did the engineer detect any flaws?,-1.6701172590255737,-1.7213714122772217,-1.7442240715026855,-1.8795361518859863,-1.7709300518035889,-2.032172679901123,-2.1517302989959717,-3.026911497116089,-1.7213714122772217,-1.8712058067321777,-3.7448668479919434,0.3808002471923828,1.1473753452301025,0.0,0.10027575492858887,1.7126941680908203,question
64,C,The engineer detected any flaws.,-9.388578414916992,-9.079727172851562,-8.192492485046387,-7.6842169761657715,-8.800420761108398,-8.608906745910645,-8.800420761108398,-7.6842169761657715,-9.079727172851562,-8.800420761108398,-8.051512718200684,0.0,0.0,0.0,0.0,-0.5573940277099609,question
65,A,Did the auditor flag any discrepancies?,-1.818345546722412,-1.9647091627120972,-1.8540616035461426,-1.9851675033569336,-1.8050384521484375,-2.1890335083007812,-2.193784236907959,-3.0543017387390137,-1.9647091627120972,-1.8647339344024658,-3.2210042476654053,0.3887457847595215,1.06913423538208,0.0,0.05969548225402832,1.031970739364624,question
65,C,The auditor flagged any discrepancies.,-9.305554389953613,-9.708312034606934,-10.738039016723633,-10.403202056884766,-9.674422264099121,-11.439227104187012,-9.674422264099121,-10.403202056884766,-9.708312034606934,-9.674422264099121,-11.370748519897461,0.0,0.0,0.0,0.0,-0.06847858428955078,question
66,A,Did the editor approve any articles?,-5.34021520614624,-5.3606061935424805,-4.445653915405273,-4.734913349151611,-4.819010257720947,-5.759362697601318,-5.250027179718018,-5.596098899841309,-5.3606061935424805,-4.819010257720947,-5.549818992614746,0.4310169219970703,0.8611855506896973,0.0,0.0,-0.20954370498657227,question
66,C,The editor approved any articles.,-10.602112770080566,-10.073537826538086,-10.073203086853027,-8.963974952697754,-9.00809097290039,-7.403773784637451,-9.00809097290039,-8.963974952697754,-10.073537826538086,-9.00809097290039,-7.619117736816406,0.0,0.0,0.0,0.0,0.21534395217895508,question
67,A,Did the official file any complaints?,-10.219483375549316,-8.7926025390625,-9.125062942504883,-10.908245086669922,-11.220545768737793,-8.842801094055176,-11.220545768737793,-12.2645845413208,-8.7926025390625,-11.220545768737793,-9.472900390625,0.0,1.356339454650879,0.0,0.0,0.6300992965698242,question
67,C,The official filed any complaints.,-12.199289321899414,-11.638691902160645,-11.00464153289795,-11.954488754272461,-11.105862617492676,-9.812053680419922,-11.105862617492676,-11.954488754272461,-11.638691902160645,-11.105862617492676,-9.606771469116211,0.0,0.0,0.0,0.0,-0.20528221130371094,question
68,A,Did the architect draft any blueprints?,-5.4295854568481445,-5.60222053527832,-5.131258964538574,-5.512288570404053,-5.838959217071533,-6.941925048828125,-6.8690361976623535,-6.779702186584473,-5.60222053527832,-5.838959217071533,-6.9775614738464355,1.0300769805908203,1.26741361618042,0.0,0.0,0.03563642501831055,question
68,C,The architect drafted any blueprints.,-12.391966819763184,-12.696203231811523,-11.124602317810059,-12.192436218261719,-11.028525352478027,-10.188241958618164,-11.028525352478027,-12.192436218261719,-12.696203231811523,-11.028525352478027,-10.278162956237793,0.0,0.0,0.0,0.0,0.0899209976196289,question
69,A,Did the curator display any paintings?,-2.8179855346679688,-3.112071990966797,-3.416541814804077,-3.06813383102417,-2.558595657348633,-3.5187506675720215,-3.3201522827148438,-4.447134494781494,-3.112071990966797,-2.558595657348633,-4.541171073913574,0.7615566253662109,1.3790006637573242,0.0,0.0,1.0224204063415527,question
69,C,The curator displayed any paintings.,-12.233691215515137,-11.486042022705078,-8.83524227142334,-10.887571334838867,-10.397254943847656,-8.380797386169434,-10.397254943847656,-10.887571334838867,-11.486042022705078,-10.397254943847656,-7.952447414398193,0.0,0.0,0.0,0.0,-0.42834997177124023,question
70,A,Did the surgeon perform any procedures?,-3.619492292404175,-3.432178497314453,-3.4509873390197754,-3.2751293182373047,-3.3201751708984375,-2.7584009170532227,-4.179980278015137,-5.10279655456543,-3.432178497314453,-3.3201751708984375,-4.576949119567871,0.8598051071166992,1.827667236328125,0.0,0.0,1.8185482025146484,question
70,C,The surgeon performed any procedures.,-11.028044700622559,-11.020606994628906,-11.400423049926758,-10.782782554626465,-10.127991676330566,-10.524083137512207,-10.127991676330566,-10.782782554626465,-11.020606994628906,-10.127991676330566,-11.006689071655273,0.0,0.0,0.0,0.0,0.4826059341430664,question
71,A,The manager left without approving any proposals.,-3.190373420715332,-3.2653720378875732,-2.9783527851104736,-3.0458059310913086,-3.092679977416992,-3.367741584777832,-3.8350539207458496,-4.571953773498535,-3.407940149307251,-3.092679977416992,-5.861115455627441,0.7423739433288574,1.5261478424072266,0.14256811141967773,0.0,2.4933738708496094,without
71,C,The manager left after approving any proposals.,-9.913179397583008,-9.30429458618164,-9.17245101928711,-8.85377311706543,-9.1634521484375,-6.8223958015441895,-9.1634521484375,-8.85377311706543,-9.30429458618164,-9.1634521484375,-7.868257522583008,0.0,0.0,0.0,0.0,1.0458617210388184,without
72,A,The teacher departed without assigning any homework.,-1.5163004398345947,-1.7233723402023315,-1.4970088005065918,-1.7439510822296143,-1.7061095237731934,-1.5848206281661987,-2.491936683654785,-3.6223349571228027,-1.8074922561645508,-1.7835613489151,-5.258859634399414,0.7858271598815918,1.8783838748931885,0.08411991596221924,0.07745182514190674,3.6740390062332153,without
72,C,The teacher departed after assigning any homework.,-9.906826972961426,-9.354848861694336,-7.8853278160095215,-9.146495819091797,-9.693973541259766,-7.603859901428223,-9.693973541259766,-9.146495819091797,-9.354848861694336,-9.693973541259766,-7.437191009521484,0.0,0.0,0.0,0.0,-0.16666889190673828,without
73,A,The committee adjourned without considering any alternatives.,-2.40472412109375,-2.4785940647125244,-2.3542048931121826,-2.3990478515625,-2.3899831771850586,-2.8424978256225586,-3.2855334281921387,-4.1261091232299805,-2.5302164554595947,-2.3899831771850586,-5.431275844573975,0.8955502510070801,1.7270612716674805,0.05162239074707031,0.0,2.588778018951416,without
73,C,The committee adjourned after considering any alternatives.,-9.2628173828125,-8.736520767211914,-9.111827850341797,-7.036713123321533,-8.205025672912598,-6.8582048416137695,-8.205025672912598,-7.036713123321533,-8.736520767211914,-8.205025672912598,-7.477328300476074,0.0,0.0,0.0,0.0,0.6191234588623047,without
74,A,The doctor retired without recommending any treatment.,-1.5619984865188599,-1.7785893678665161,-1.8743722438812256,-1.7034788131713867,-1.6505930423736572,-2.336911916732788,-2.2195825576782227,-3.3988430500030518,-1.89851713180542,-1.7603644132614136,-6.249804973602295,0.5689895153045654,1.695364236831665,0.11992776393890381,0.10977137088775635,3.912893056869507,without
74,C,The doctor retired after recommending any treatment.,-9.63176441192627,-8.624192237854004,-9.011597633361816,-8.785124778747559,-7.951903343200684,-7.430028438568115,-7.951903343200684,-8.785124778747559,-8.624192237854004,-7.951903343200684,-7.071371078491211,0.0,0.0,0.0,0.0,-0.3586573600769043,without
75,A,The company expanded without hiring any contractors.,-2.294163227081299,-2.1434788703918457,-2.216827630996704,-2.450819969177246,-2.6235692501068115,-2.439924478530884,-4.389467239379883,-6.296758651733398,-2.279823064804077,-2.6235692501068115,-8.228668212890625,1.7658979892730713,3.8459386825561523,0.13634419441223145,0.0,5.788743734359741,without
75,C,The company expanded after hiring any contractors.,-14.644027709960938,-14.985523223876953,-16.042245864868164,-15.947874069213867,-12.956473350524902,-12.961236000061035,-12.956473350524902,-15.947874069213867,-14.985523223876953,-12.956473350524902,-12.929265975952148,0.0,0.0,0.0,0.0,-0.03197002410888672,without
76,A,The researcher published without finding any evidence.,-2.510138511657715,-2.786219596862793,-2.7112326622009277,-2.8413245677948,-2.2642197608947754,-3.2636160850524902,-2.888242483139038,-4.751820087432861,-2.9430127143859863,-2.2642197608947754,-6.280841827392578,0.6240227222442627,1.9104955196380615,0.15679311752319336,0.0,3.017225742340088,without
76,C,The researcher published after finding any evidence.,-8.405447959899902,-8.34189510345459,-8.987835884094238,-9.257720947265625,-9.507685661315918,-8.87295150756836,-9.507685661315918,-9.257720947265625,-8.34189510345459,-9.507685661315918,-8.230273246765137,0.0,0.0,0.0,0.0,-0.6426782608032227,without
77,A,The inspector left without noticing any damage.,-3.187075138092041,-2.9268312454223633,-3.196866512298584,-3.033154249191284,-3.22745418548584,-2.9473891258239746,-3.942448616027832,-4.650815963745117,-3.001880645751953,-3.22745418548584,-7.123744487762451,0.7149944305419922,1.617661714553833,0.07504940032958984,0.0,4.176355361938477,without
77,C,The inspector left after noticing any damage.,-10.570948600769043,-10.31383991241455,-10.606830596923828,-9.593982696533203,-11.289539337158203,-9.252368927001953,-11.289539337158203,-9.593982696533203,-10.31383991241455,-11.289539337158203,-10.177778244018555,0.0,0.0,0.0,0.0,0.9254093170166016,without
78,A,The lawyer rested without raising any objections.,-1.4609590768814087,-1.2609708309173584,-1.511956810951233,-1.5788906812667847,-1.5209554433822632,-1.5899157524108887,-2.851069450378418,-3.9868507385253906,-1.2968897819519043,-1.5209554433822632,-6.063236236572266,1.3301140069961548,2.407960057258606,0.0359189510345459,0.0,4.473320484161377,without
78,C,The lawyer rested after raising any objections.,-10.862883567810059,-9.660560607910156,-9.573224067687988,-8.944589614868164,-10.91915512084961,-7.876643657684326,-10.91915512084961,-8.944589614868164,-9.660560607910156,-10.91915512084961,-8.990568161010742,0.0,0.0,0.0,0.0,1.113924503326416,without
79,A,The engineer shipped without detecting any flaws.,-3.0396227836608887,-2.6271965503692627,-2.927640676498413,-3.2808315753936768,-2.856156349182129,-3.056886672973633,-3.5146946907043457,-5.147446632385254,-2.78263783454895,-2.856156349182129,-4.906589984893799,0.6585383415222168,1.8666150569915771,0.1554412841796875,0.0,1.849703311920166,without
79,C,The engineer shipped after detecting any flaws.,-7.245579719543457,-6.922725200653076,-7.577454090118408,-7.062450408935547,-7.527705669403076,-7.534069538116455,-7.527705669403076,-7.062450408935547,-6.922725200653076,-7.527705669403076,-7.643185138702393,0.0,0.0,0.0,0.0,0.1091156005859375,without
80,A,The auditor signed off without flagging any discrepancies.,-1.0939083099365234,-1.289385437965393,-1.0900516510009766,-1.0843019485473633,-1.1246143579483032,-1.9348753690719604,-1.757814884185791,-2.589210033416748,-1.3864719867706299,-1.1680964231491089,-4.166097640991211,0.6332005262374878,1.5049080848693848,0.09708654880523682,0.043482065200805664,2.2312222719192505,without
80,C,The auditor signed off after flagging any discrepancies.,-9.27927303314209,-10.436179161071777,-8.806873321533203,-9.49137020111084,-9.416991233825684,-10.094244003295898,-9.416991233825684,-9.49137020111084,-10.436179161071777,-9.416991233825684,-9.690935134887695,0.0,0.0,0.0,0.0,-0.4033088684082031,without
