item,condition,environment,recon_L12,recon_L14,recon_L16,recon_L18,recon_all_inv,ablate_L12_F56118_unlic,ablate_L14_F33172_unlic,ablate_L16_F44439_unlic,ablate_L18_F30313_unlic,ablate_INV_COMBINED,effect_L12_F56118_unlic,effect_L14_F33172_unlic,effect_L16_F44439_unlic,effect_L18_F30313_unlic,effect_INV_COMBINED
47,B,few_subject,-7.982348442077637,-7.846303939819336,-8.13675594329834,-7.968879222869873,-6.6113691329956055,-7.982348442077637,-7.846303939819336,-8.13675594329834,-7.968879222869873,-6.6113691329956055,0.0,0.0,0.0,0.0,0.0
47,C,few_subject,-13.029857635498047,-12.046073913574219,-12.243947982788086,-12.034149169921875,-8.5713472366333,-13.029857635498047,-12.046073913574219,-12.243947982788086,-12.034149169921875,-8.5713472366333,0.0,0.0,0.0,0.0,0.0
48,A,few_subject,-4.00518798828125,-5.038888931274414,-4.416813373565674,-3.749485969543457,-3.9055776596069336,-4.00518798828125,-5.038888931274414,-4.416813373565674,-3.749485969543457,-3.9055776596069336,0.0,0.0,0.0,0.0,0.0
48,B,few_subject,-9.801274299621582,-9.76311206817627,-10.153755187988281,-9.5506010055542,-8.152875900268555,-9.801274299621582,-9.76311206817627,-10.153755187988281,-9.5506010055542,-8.152875900268555,0.0,0.0,0.0,0.0,0.0
48,C,few_subject,-14.357674598693848,-13.957687377929688,-13.774238586425781,-12.779847145080566,-10.941526412963867,-14.357674598693848,-13.957687377929688,-13.774238586425781,-12.779847145080566,-10.941526412963867,0.0,0.0,0.0,0.0,0.0
49,A,few_subject,-3.866682529449463,-3.0767273902893066,-3.282407760620117,-3.591067314147949,-4.71651554107666,-3.866682529449463,-3.0767273902893066,-3.282407760620117,-3.591067314147949,-4.71651554107666,0.0,0.0,0.0,0.0,0.0
49,B,few_subject,-7.141545295715332,-7.17527961730957,-6.4292683601379395,-6.463939189910889,-5.912323951721191,-7.141545295715332,-7.17527961730957,-6.4292683601379395,-6.463939189910889,-5.912323951721191,0.0,0.0,0.0,0.0,0.0
49,C,few_subject,-11.812661170959473,-12.15127182006836,-11.026092529296875,-10.72993278503418,-8.00405216217041,-11.812661170959473,-12.15127182006836,-11.026092529296875,-10.72993278503418,-8.00405216217041,0.0,0.0,0.0,0.0,0.0
50,A,few_subject,-4.312813758850098,-4.157201290130615,-3.186861515045166,-4.319896697998047,-5.996185302734375,-4.312813758850098,-4.157201290130615,-3.186861515045166,-4.319896697998047,-5.996185302734375,0.0,0.0,0.0,0.0,0.0
50,B,few_subject,-7.839449405670166,-8.287808418273926,-9.123700141906738,-7.819419860839844,-6.673102855682373,-7.839449405670166,-8.287808418273926,-9.123700141906738,-7.819419860839844,-6.673102855682373,0.0,0.0,0.0,0.0,0.0
50,C,few_subject,-11.314263343811035,-11.351591110229492,-11.195474624633789,-12.030040740966797,-10.835387229919434,-11.314263343811035,-11.351591110229492,-11.195474624633789,-12.030040740966797,-10.835387229919434,0.0,0.0,0.0,0.0,0.0
51,A,few_subject,-5.850240707397461,-5.718300819396973,-6.127663612365723,-4.819664001464844,-4.442578315734863,-5.850240707397461,-5.718300819396973,-6.127663612365723,-4.819664001464844,-4.442578315734863,0.0,0.0,0.0,0.0,0.0
51,B,few_subject,-7.6236467361450195,-7.264121055603027,-7.623782634735107,-7.6377692222595215,-6.438807487487793,-7.6236467361450195,-7.264121055603027,-7.623782634735107,-7.6377692222595215,-6.438807487487793,0.0,0.0,0.0,0.0,0.0
51,C,few_subject,-11.379420280456543,-10.813429832458496,-9.843600273132324,-9.075714111328125,-7.46690034866333,-11.379420280456543,-10.813429832458496,-9.843600273132324,-9.075714111328125,-7.46690034866333,0.0,0.0,0.0,0.0,0.0
52,A,few_subject,-5.443779468536377,-4.922889709472656,-5.175375938415527,-5.960336208343506,-5.900115489959717,-5.443779468536377,-4.922889709472656,-5.175375938415527,-5.960336208343506,-5.900115489959717,0.0,0.0,0.0,0.0,0.0
52,B,few_subject,-10.991079330444336,-10.485411643981934,-10.713719367980957,-9.479948997497559,-8.518000602722168,-10.991079330444336,-10.485411643981934,-10.713719367980957,-9.479948997497559,-8.518000602722168,0.0,0.0,0.0,0.0,0.0
52,C,few_subject,-13.37216567993164,-12.957624435424805,-13.152937889099121,-12.824475288391113,-9.332056999206543,-13.37216567993164,-12.957624435424805,-13.152937889099121,-12.824475288391113,-9.332056999206543,0.0,0.0,0.0,0.0,0.0
53,A,few_subject,-5.412962436676025,-6.040142059326172,-5.191685676574707,-5.746464729309082,-5.368757247924805,-5.412962436676025,-6.040142059326172,-5.191685676574707,-5.746464729309082,-5.368757247924805,0.0,0.0,0.0,0.0,0.0
53,B,few_subject,-8.807624816894531,-9.930718421936035,-9.718440055847168,-10.84085464477539,-6.748934745788574,-8.807624816894531,-9.930718421936035,-9.718440055847168,-10.84085464477539,-6.748934745788574,0.0,0.0,0.0,0.0,0.0
53,C,few_subject,-14.136481285095215,-14.92365837097168,-13.90754508972168,-14.879554748535156,-10.651505470275879,-14.136481285095215,-14.92365837097168,-13.90754508972168,-14.879554748535156,-10.651505470275879,0.0,0.0,0.0,0.0,0.0
54,A,few_subject,-5.291204452514648,-6.071269989013672,-5.454203128814697,-5.085925102233887,-5.211494445800781,-5.291204452514648,-6.071269989013672,-5.454203128814697,-5.085925102233887,-5.211494445800781,0.0,0.0,0.0,0.0,0.0
54,B,few_subject,-9.3833589553833,-8.839777946472168,-8.004295349121094,-8.262167930603027,-6.472929954528809,-9.3833589553833,-8.839777946472168,-8.004295349121094,-8.262167930603027,-6.472929954528809,0.0,0.0,0.0,0.0,0.0
54,C,few_subject,-12.939350128173828,-12.696035385131836,-12.471396446228027,-12.399319648742676,-9.03626537322998,-12.939350128173828,-12.696035385131836,-12.471396446228027,-12.399319648742676,-9.03626537322998,0.0,0.0,0.0,0.0,0.0
55,A,few_subject,-4.932788372039795,-5.23884391784668,-4.845616340637207,-4.78932523727417,-3.9196434020996094,-4.932788372039795,-5.23884391784668,-4.845616340637207,-4.78932523727417,-3.9196434020996094,0.0,0.0,0.0,0.0,0.0
55,B,few_subject,-9.330780982971191,-9.445192337036133,-9.907246589660645,-10.195427894592285,-8.204573631286621,-9.330780982971191,-9.445192337036133,-9.907246589660645,-10.195427894592285,-8.204573631286621,0.0,0.0,0.0,0.0,0.0
55,C,few_subject,-13.227595329284668,-12.77380084991455,-12.420251846313477,-11.568227767944336,-9.046036720275879,-13.227595329284668,-12.77380084991455,-12.420251846313477,-11.568227767944336,-9.046036720275879,0.0,0.0,0.0,0.0,0.0
56,A,question,-5.620168685913086,-5.319231033325195,-4.623340606689453,-4.365667343139648,-4.488691806793213,-5.620168685913086,-5.319231033325195,-4.623340606689453,-4.365667343139648,-4.488691806793213,0.0,0.0,0.0,0.0,0.0
56,C,question,-8.929569244384766,-9.036044120788574,-7.870641708374023,-6.986788749694824,-6.733187675476074,-8.929569244384766,-9.036044120788574,-7.870641708374023,-6.986788749694824,-6.733187675476074,0.0,0.0,0.0,0.0,0.0
57,A,question,-4.824987411499023,-4.004731178283691,-3.8660082817077637,-4.1410322189331055,-4.279329776763916,-4.824987411499023,-4.004731178283691,-3.8660082817077637,-4.1410322189331055,-4.279329776763916,0.0,0.0,0.0,0.0,0.0
57,C,question,-10.335160255432129,-9.923160552978516,-10.41901683807373,-9.820337295532227,-8.340591430664062,-10.335160255432129,-9.923160552978516,-10.41901683807373,-9.820337295532227,-8.340591430664062,0.0,0.0,0.0,0.0,0.0
58,A,question,-2.7836296558380127,-3.054324150085449,-2.864729404449463,-2.7652485370635986,-3.539870023727417,-2.7836296558380127,-3.054324150085449,-2.863165855407715,-2.7652485370635986,-3.539870023727417,0.0,0.0,-0.0015635490417480469,0.0,0.0
58,C,question,-8.708015441894531,-8.417191505432129,-9.50885009765625,-8.94950008392334,-6.323774814605713,-8.708015441894531,-8.417191505432129,-9.50885009765625,-8.94950008392334,-6.323774814605713,0.0,0.0,0.0,0.0,0.0
59,A,question,-2.4130678176879883,-2.1180620193481445,-1.5072296857833862,-2.1340205669403076,-3.367194175720215,-2.4130678176879883,-2.1180620193481445,-1.5072296857833862,-2.1340205669403076,-3.367194175720215,0.0,0.0,0.0,0.0,0.0
59,C,question,-11.617488861083984,-11.36892318725586,-9.647324562072754,-9.107748985290527,-8.139457702636719,-11.617488861083984,-11.36892318725586,-9.647324562072754,-9.107748985290527,-8.139457702636719,0.0,0.0,0.0,0.0,0.0
60,A,question,-3.9619274139404297,-3.863802433013916,-3.5749003887176514,-4.125299453735352,-3.9894051551818848,-3.9619274139404297,-3.863802433013916,-3.5833258628845215,-4.125299453735352,-3.9894051551818848,0.0,0.0,0.008425474166870117,0.0,0.0
60,C,question,-14.008058547973633,-13.323753356933594,-13.534083366394043,-13.130906105041504,-10.698812484741211,-14.008058547973633,-13.323753356933594,-13.534083366394043,-13.130906105041504,-10.698812484741211,0.0,0.0,0.0,0.0,0.0
61,A,question,-1.8791396617889404,-2.1628966331481934,-1.840399146080017,-1.7451355457305908,-2.3901877403259277,-1.8791396617889404,-2.1628966331481934,-1.840399146080017,-1.7451355457305908,-2.3901877403259277,0.0,0.0,0.0,0.0,0.0
61,C,question,-11.606685638427734,-12.265524864196777,-12.17039966583252,-11.488195419311523,-11.024532318115234,-11.606685638427734,-12.265524864196777,-12.17039966583252,-11.488195419311523,-11.024532318115234,0.0,0.0,0.0,0.0,0.0
62,A,question,-1.8573800325393677,-1.669837236404419,-1.727919578552246,-1.6359165906906128,-2.383068561553955,-1.8573800325393677,-1.669837236404419,-1.727919578552246,-1.6359165906906128,-2.383068561553955,0.0,0.0,0.0,0.0,0.0
62,C,question,-11.929020881652832,-10.758955001831055,-10.927660942077637,-10.558995246887207,-7.8919358253479,-11.929020881652832,-10.758955001831055,-10.927660942077637,-10.558995246887207,-7.8919358253479,0.0,0.0,0.0,0.0,0.0
63,A,question,-2.3723487854003906,-2.3551716804504395,-2.119642734527588,-2.274963855743408,-4.148725509643555,-2.3723487854003906,-2.3551716804504395,-2.119642734527588,-2.274963855743408,-4.148725509643555,0.0,0.0,0.0,0.0,0.0
63,C,question,-11.97573184967041,-11.283857345581055,-11.233720779418945,-9.781058311462402,-10.277105331420898,-11.97573184967041,-11.283857345581055,-11.233720779418945,-9.781058311462402,-10.277105331420898,0.0,0.0,0.0,0.0,0.0
64,A,question,-2.3403303623199463,-1.7213714122772217,-1.6732925176620483,-1.7442240715026855,-2.7910120487213135,-2.3403303623199463,-1.7213714122772217,-1.6732925176620483,-1.7442240715026855,-2.7910120487213135,0.0,0.0,0.0,0.0,0.0
64,C,question,-9.736205101013184,-9.079727172851562,-8.266878128051758,-8.192492485046387,-7.6560516357421875,-9.736205101013184,-9.079727172851562,-8.266878128051758,-8.192492485046387,-7.6560516357421875,0.0,0.0,0.0,0.0,0.0
65,A,question,-1.6408900022506714,-1.9647091627120972,-1.869436264038086,-1.8540616035461426,-3.353790760040283,-1.6408900022506714,-1.9647091627120972,-1.869436264038086,-1.8540616035461426,-3.353790760040283,0.0,0.0,0.0,0.0,0.0
65,C,question,-10.034271240234375,-9.708312034606934,-10.267422676086426,-10.738039016723633,-9.302227020263672,-10.034271240234375,-9.708312034606934,-10.267422676086426,-10.738039016723633,-9.302227020263672,0.0,0.0,0.0,0.0,0.0
66,A,question,-5.50652551651001,-5.3606061935424805,-4.865716457366943,-4.445653915405273,-4.9554362297058105,-5.50652551651001,-5.3606061935424805,-4.865716457366943,-4.445653915405273,-4.9554362297058105,0.0,0.0,0.0,0.0,0.0
66,C,question,-10.524764060974121,-10.073537826538086,-9.603769302368164,-10.073203086853027,-7.51536226272583,-10.524764060974121,-10.073537826538086,-9.603769302368164,-10.073203086853027,-7.51536226272583,0.0,0.0,0.0,0.0,0.0
67,A,question,-10.26913070678711,-8.7926025390625,-9.285195350646973,-9.125062942504883,-10.119277954101562,-10.26913070678711,-8.7926025390625,-9.285195350646973,-9.125062942504883,-10.119277954101562,0.0,0.0,0.0,0.0,0.0
67,C,question,-11.938558578491211,-11.638691902160645,-11.067413330078125,-11.00464153289795,-8.713770866394043,-11.938558578491211,-11.638691902160645,-11.067413330078125,-11.00464153289795,-8.713770866394043,0.0,0.0,0.0,0.0,0.0
68,A,question,-5.3022894859313965,-5.60222053527832,-5.913692474365234,-5.131258964538574,-5.247135162353516,-5.3022894859313965,-5.60222053527832,-5.913692474365234,-5.131258964538574,-5.247135162353516,0.0,0.0,0.0,0.0,0.0
68,C,question,-11.963055610656738,-12.696203231811523,-11.014065742492676,-11.124602317810059,-9.049307823181152,-11.963055610656738,-12.696203231811523,-11.014065742492676,-11.124602317810059,-9.049307823181152,0.0,0.0,0.0,0.0,0.0
69,A,question,-2.9589614868164062,-3.112071990966797,-3.296140193939209,-3.416541814804077,-3.9679861068725586,-2.9589614868164062,-3.112071990966797,-3.296140193939209,-3.416541814804077,-3.9679861068725586,0.0,0.0,0.0,0.0,0.0
69,C,question,-12.277640342712402,-11.486042022705078,-10.739054679870605,-8.83524227142334,-8.449545860290527,-12.277640342712402,-11.486042022705078,-10.739054679870605,-8.83524227142334,-8.449545860290527,0.0,0.0,0.0,0.0,0.0
70,A,question,-3.555468797683716,-3.432178497314453,-3.1648998260498047,-3.4509873390197754,-3.479762077331543,-3.555468797683716,-3.432178497314453,-3.1648998260498047,-3.4509873390197754,-3.479762077331543,0.0,0.0,0.0,0.0,0.0
70,C,question,-11.419408798217773,-11.020606994628906,-10.590167045593262,-11.400423049926758,-10.801580429077148,-11.419408798217773,-11.020606994628906,-10.590167045593262,-11.400423049926758,-10.801580429077148,0.0,0.0,0.0,0.0,0.0
71,A,without,-3.2114429473876953,-3.2653720378875732,-2.8966078758239746,-2.9783527851104736,-3.202394962310791,-3.2114429473876953,-3.2653720378875732,-2.8966078758239746,-2.9783527851104736,-3.202394962310791,0.0,0.0,0.0,0.0,0.0
71,C,without,-10.110499382019043,-9.30429458618164,-8.94432258605957,-9.17245101928711,-6.810575485229492,-10.110499382019043,-9.30429458618164,-8.94432258605957,-9.17245101928711,-6.810575485229492,0.0,0.0,0.0,0.0,0.0
72,A,without,-1.4289978742599487,-1.7233723402023315,-1.5417827367782593,-1.4970088005065918,-1.7988173961639404,-1.4289978742599487,-1.7233723402023315,-1.5417827367782593,-1.4970088005065918,-1.7988173961639404,0.0,0.0,0.0,0.0,0.0
72,C,without,-9.519150733947754,-9.354848861694336,-8.72695255279541,-7.8853278160095215,-7.255917549133301,-9.519150733947754,-9.354848861694336,-8.72695255279541,-7.8853278160095215,-7.255917549133301,0.0,0.0,0.0,0.0,0.0
73,A,without,-2.0996992588043213,-2.4785940647125244,-2.5471420288085938,-2.3542048931121826,-2.603433609008789,-2.0996992588043213,-2.4785940647125244,-2.5471420288085938,-2.3542048931121826,-2.603433609008789,0.0,0.0,0.0,0.0,0.0
73,C,without,-8.780560493469238,-8.736520767211914,-8.193832397460938,-9.111827850341797,-6.915036201477051,-8.780560493469238,-8.736520767211914,-8.193832397460938,-9.111827850341797,-6.915036201477051,0.0,0.0,0.0,0.0,0.0
74,A,without,-1.5657777786254883,-1.7785893678665161,-1.8132266998291016,-1.8743722438812256,-2.0465784072875977,-1.5657777786254883,-1.7785893678665161,-1.8132266998291016,-1.8743722438812256,-2.0465784072875977,0.0,0.0,0.0,0.0,0.0
74,C,without,-9.878556251525879,-8.624192237854004,-9.161844253540039,-9.011597633361816,-6.9231367111206055,-9.878556251525879,-8.624192237854004,-9.161844253540039,-9.011597633361816,-6.9231367111206055,0.0,0.0,0.0,0.0,0.0
75,A,without,-2.033381462097168,-2.1434788703918457,-2.4364073276519775,-2.216827630996704,-1.9527232646942139,-2.033381462097168,-2.1434788703918457,-2.4364073276519775,-2.216827630996704,-1.9527232646942139,0.0,0.0,0.0,0.0,0.0
75,C,without,-14.222112655639648,-14.985523223876953,-15.10596752166748,-16.042245864868164,-14.149470329284668,-14.222112655639648,-14.985523223876953,-15.10596752166748,-16.042245864868164,-14.149470329284668,0.0,0.0,0.0,0.0,0.0
76,A,without,-2.3489913940429688,-2.786219596862793,-2.522871971130371,-2.7112326622009277,-3.0182151794433594,-2.3489913940429688,-2.786219596862793,-2.522871971130371,-2.7112326622009277,-3.0182151794433594,0.0,0.0,0.0,0.0,0.0
76,C,without,-8.321992874145508,-8.34189510345459,-9.19050121307373,-8.987835884094238,-7.912381649017334,-8.321992874145508,-8.34189510345459,-9.19050121307373,-8.987835884094238,-7.912381649017334,0.0,0.0,0.0,0.0,0.0
77,A,without,-2.9804880619049072,-2.9268312454223633,-3.1459360122680664,-3.196866512298584,-3.4958863258361816,-2.9804880619049072,-2.9268312454223633,-3.1459360122680664,-3.196866512298584,-3.4958863258361816,0.0,0.0,0.0,0.0,0.0
77,C,without,-11.228529930114746,-10.31383991241455,-9.99683666229248,-10.606830596923828,-8.75639820098877,-11.228529930114746,-10.31383991241455,-9.99683666229248,-10.606830596923828,-8.75639820098877,0.0,0.0,0.0,0.0,0.0
78,A,without,-1.1613078117370605,-1.2609708309173584,-1.3466335535049438,-1.511956810951233,-1.7382248640060425,-1.1613078117370605,-1.2609708309173584,-1.3466335535049438,-1.511956810951233,-1.7382248640060425,0.0,0.0,0.0,0.0,0.0
78,C,without,-10.258773803710938,-9.660560607910156,-10.75537395477295,-9.573224067687988,-7.898253917694092,-10.258773803710938,-9.660560607910156,-10.75537395477295,-9.573224067687988,-7.898253917694092,0.0,0.0,0.0,0.0,0.0
79,A,without,-2.687872886657715,-2.6271965503692627,-2.5592987537384033,-2.927640676498413,-3.6463851928710938,-2.687872886657715,-2.6271965503692627,-2.5592987537384033,-2.927640676498413,-3.6463851928710938,0.0,0.0,0.0,0.0,0.0
79,C,without,-7.391500949859619,-6.922725200653076,-6.83929967880249,-7.577454090118408,-6.791141986846924,-7.391500949859619,-6.922725200653076,-6.83929967880249,-7.577454090118408,-6.791141986846924,0.0,0.0,0.0,0.0,0.0
80,A,without,-1.1745752096176147,-1.289385437965393,-1.1491265296936035,-1.0900516510009766,-1.8215726613998413,-1.1745752096176147,-1.289385437965393,-1.1491265296936035,-1.0900516510009766,-1.8215726613998413,0.0,0.0,0.0,0.0,0.0
80,C,without,-9.187321662902832,-10.436179161071777,-9.833901405334473,-8.806873321533203,-6.844718933105469,-9.187321662902832,-10.436179161071777,-9.833901405334473,-8.806873321533203,-6.844718933105469,0.0,0.0,0.0,0.0,0.0
